# http://edd.ifa.hawaii.edu/
# http://edd.ifa.hawaii.edu/dfirst.php
"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"
pgc|Dist|Glon|Glat|Vhel|Name
%7s|%6.2f|%8.4f|%8.4f|%5d|%10s
---|Mpc|deg|deg|km/s|
"The Catalogue of Principal Galaxies (PGC) Number"|"Luminosity distance (weighted average if more than one source)"|"Galactic longitude"|"Galactic latitude"|"Heliocentric velocity"|"Common name"
51325|232.27|344.7743|54.7907|15681|PGC051325
51327|99.08|0.3259|63.3583|7746|UGC09199
51344|22.49|345.1143|54.8559|1637|NGC005584
51349|56.23|323.5236|24.8422|3996|ES385-015
51400|24.66|347.7774|56.3649|1391|UGC09215
51418|138.04|357.9089|61.8010|8968|AGC240314
51419|65.16|57.7379|69.0221|3549|UGC09222
51423|96.38|354.0118|59.9348|7247|UGC09218
51426|152.05|59.6273|68.8266|8498|UGC09224
51428|63.10|326.3549|29.9433|4340|AGC030619
51431|25.94|55.0411|69.1549|1954|N5611
51437|99.54|3.0892|63.6775|7862|AGC240319
51443|133.05|60.7090|68.6575|8564|PGC051443
51445|32.81|332.7749|40.7109|2702|AGC540081
51448|103.75|64.1064|68.2407|8419|UGC09231
51450|63.10|31.2963|68.9725|5053|NGC05610
51454|124.74|326.4960|29.9484|7033|ESO446-059
51464|108.64|61.0039|68.5465|8575|UGC09233
51471|46.99|343.1161|52.2282|2746|AGC540084
51472|2.82|82.0084|64.4768|150|DDO190
51473|159.22|36.8923|69.2323|11144|PGC051473
51477|58.61|60.9800|68.4968|3355|UGC09238
51483|71.12|32.4869|68.9284|4445|UGC09236
51498|98.63|6.1686|64.3519|5575|UGC09239
51503|25.94|71.3913|66.8982|1441|UGC09242
51509|17.14|99.4361|56.3098|1894|UGC09245
51511|45.50|57.0588|68.6976|3334|UGC09243
51526|64.86|329.1453|34.0397|5989|AGC030634
51537|107.15|353.0097|58.5732|8391|UGC09244
51541|71.78|88.7055|61.7865|3871|UGC09248
51549|139.32|35.9686|68.8249|9078|IC__4423
51557|100.93|354.1242|59.0427|7695|UGC09246
51564|28.44|99.5275|56.0103|1953|N5631
51589|46.77|50.5800|68.7640|3948|UGC09253
51600|55.72|49.0059|68.7751|4107|UGC09257
51603|83.18|344.8525|52.6353|7153|NGC5618
51610|106.66|352.8454|58.0575|8382|NGC5619
51613|30.62|303.9326|-25.0888|2254|ES001-006
51620|54.45|84.3384|63.1345|2309|NGC5633
51635|30.34|74.7327|65.7414|2653|NGC005630
51638|99.54|354.6111|58.8881|7341|UGC09264
51657|112.20|3.3790|62.5824|8493|AGC240378
51659|3.61|319.8241|13.3734|392|PGC51659
51664|11.22|6.7490|63.6513|1285|UGC09273
51680|138.04|325.2130|25.3399|7580|ESO385-026
51688|64.27|2.9198|62.3156|7508|AGC240387
51703|71.12|351.3428|56.7098|8598|UGC09277
51707|92.47|326.0179|26.8188|7068|ESO447-006
51713|34.83|69.4889|66.5435|2888|UGC09291
51732|111.17|2.8427|62.0986|7614|UGC09286
51741|23.33|351.3773|56.5410|1858|UGC09285
51745|85.51|54.1835|68.1334|4274|UGC09303
51747|43.85|51.2128|68.2719|3530|UGC09302
51750|83.95|3.7836|62.3457|8082|AGC240401
51756|89.54|328.3494|30.8605|5046|ESO511-043
51780|28.71|347.9425|54.0459|1543|UGC09299
51784|113.76|2.0540|61.5829|10173|UGC09309
51787|26.55|351.6851|56.5019|1657|N5638
51793|77.27|7.7204|63.4584|5262|AGC240411
51808|37.33|352.4673|56.8404|1714|UGC09311
51814|48.08|49.5961|68.1109|3566|NGC05653
51818|108.14|24.8728|66.9061|5311|UGC09316
51820|41.11|324.0042|21.8337|2840|AGC030669
51831|68.23|60.2822|67.3847|3159|NGC05656
51840|59.98|8.3498|63.4418|5138|UGC09330
51846|15.14|357.3363|59.2180|1366|UGC09328
51851|45.08|328.5292|30.4362|4388|ES511-046
51854|170.61|9.3397|63.6417|12158|AGC240420
51865|106.17|355.6594|58.2551|7525|UGC09334
51875|61.38|34.0466|67.6181|4494|UGC09342
51878|118.58|354.8177|57.7491|8250|UGC09338
51883|103.75|358.5160|59.5542|8073|UGC09339
51890|97.27|328.0341|29.2056|6572|ES447-017
51893|71.12|54.8233|67.6090|6773|AGC240429
51894|133.66|326.2901|25.8809|7144|ESO447-016
51900|95.94|331.4115|34.9116|7164|ES579-025
51901|34.99|89.7159|60.2190|2080|UGC09347
51912|52.00|0.1769|60.1021|2189|AGC240431
51921|48.53|356.3357|58.2775|2354|NGC5661
51932|35.65|100.0446|54.5048|1906|UGC09358
51940|157.04|324.4114|21.7029|11703|ESO385-038
51948|47.86|328.4452|29.4447|3863|E447-019
51953|18.20|359.0817|59.4360|2237|UGC09352
51955|52.00|89.4356|60.1404|2378|IC0001029
51956|101.39|327.7057|28.0433|6853|ESO447-021
51973|15.63|1.9353|60.5563|1368|UGC09353
51978|34.67|88.6767|60.3857|2106|UGC09366
51997|80.17|8.8103|62.7947|5235|AGC240459
52006|72.11|347.9585|52.5938|4154|UGC009359
52019|127.64|326.0892|24.4887|7252|ESO385-042
52025|88.72|326.0900|24.4352|11549|ESO385-043
52044|162.18|42.1401|67.3443|9417|UGC09375
52055|124.17|353.7758|56.1677|8660|PGC052055
52090|52.24|329.1422|29.5742|3776|AGC030724
52091|36.81|101.1807|53.2141|1906|UGC09391
52103|99.54|330.5107|31.8389|6820|AGC030729
52104|154.88|2.7942|60.2440|10306|AGC240484
52107|32.36|87.0182|60.6263|2276|UGC09388
52108|39.81|326.7309|25.0746|4092|ESO385-047
52116|28.84|95.3878|56.7681|2113|N5687
52121|124.74|341.4323|46.1495|6773|AGC540111
52139|99.54|2.1052|59.7778|8134|AGC240493
52142|5.81|98.7078|54.7080|218|UGC09405
52151|58.61|28.1341|66.0333|6094|AGC241205
52159|29.24|7.8101|61.8082|1830|UGC09389
52167|27.67|8.3028|61.9322|1801|UGC09394
52190|88.31|26.0360|65.6298|5638|UGC09401
52193|34.04|42.3290|66.8503|1909|AGC240512
52210|80.54|329.0526|28.4271|6620|ESO447-027
52211|143.22|6.4477|61.0469|8586|AGC240519
52224|60.26|329.7132|29.4917|4731|ESO447-028
52235|96.38|74.0637|63.9249|5470|UGC09415
52239|80.17|33.7311|66.2179|4355|AGC240532
52247|49.89|77.7211|63.0171|3312|UGC09422
52248|117.49|1.4325|58.9068|8413|UGC09410
52258|76.21|18.5037|64.0756|5831|UGC09414
52266|39.63|90.8886|58.4551|2215|NGC05707
52273|20.04|353.1549|54.4536|1749|UGC09416
52307|38.73|82.9174|61.3401|2240|UGC09431
52308|92.90|7.1043|60.7611|8663|AGC240556
52315|32.21|70.9697|64.2652|2723|NGC05708
52324|29.65|333.1322|34.1533|2455|IC004468
52328|116.95|89.5876|58.8089|7784|UGC09439
52333|121.90|3.2254|59.1937|9479|AGC240558
52350|115.35|48.2819|66.2460|10257|AGC240564
52376|113.76|22.6181|64.3161|9044|UGC09445
52380|157.76|3.0091|58.8401|9663|UGC09443
52381|38.90|322.2499|13.7579|2798|NGC005688
52383|63.68|32.9562|65.5666|4484|UGC09449
52390|67.30|30.2996|65.2767|4470|UGC09450
52395|19.59|350.4527|51.8612|1759|UGC09447
52411|55.98|331.6078|30.9707|3423|E512-012
52417|127.64|16.0610|62.7495|8978|UGC09455
52419|229.09|42.9964|65.9007|13756|AGC240585
52446|49.20|326.9216|22.5803|4538|AGC030772
52449|181.13|11.8251|61.5309|9105|AGC241180
52455|27.93|351.2195|51.9785|1741|UGC09462
52476|37.33|78.4531|61.9445|3274|UGC09476
52488|52.00|358.9976|56.3012|4605|UGC09471
52504|119.67|8.2212|60.0246|8619|UGC09475
52511|138.68|3.9806|58.4373|8455|AGC240603
52521|26.42|337.3245|38.0989|2784|AGC540121
52552|32.66|333.0974|32.0595|3300|AGC030800
52555|83.56|324.7618|17.5034|5203|ESO327-012
52564|35.81|357.9765|55.3531|1631|IC1048
52565|207.97|26.3566|64.0101|12531|UGC09487
52582|130.02|21.0631|63.0624|9537|UGC09488
52605|102.80|29.9815|64.3053|5272|AGC240627
52632|143.88|24.8510|63.4665|9171|UGC09494
52635|98.63|29.4577|64.1112|5261|AGC240641
52665|29.24|354.9659|52.9555|1725|UGC09499
52712|138.68|52.4324|64.6983|8493|UGC09510
52720|180.30|42.8173|64.7075|9206|AGC240670
52724|109.14|7.2798|58.5241|9144|AGC240665
52735|37.33|352.8835|51.1660|1694|NGC5750
52747|127.06|8.4988|58.8166|8873|PGC052747
52766|102.80|10.3394|59.3772|9104|UGC09517
52773|126.47|8.6822|58.7885|8330|PGC052773
52777|62.23|327.9520|21.6935|6112|ESO386-022
52778|127.06|8.8035|58.7958|8950|PGC052778
52788|126.47|8.8073|58.7345|8724|UGC09523
52790|127.06|7.8698|58.3970|9142|PGC052790
52809|18.62|338.4706|37.2977|2200|AGC540131
52811|38.73|341.1316|40.3987|2909|AGC540133
52822|109.65|5.3030|57.2683|8705|AGC240702
52824|36.31|336.9676|35.3193|2591|AGC030851
52825|25.82|340.3316|39.4403|2148|AGC540134
52829|77.62|337.2263|35.6324|6937|ESO580-031
52837|51.52|311.1464|-12.3163|4417|IC4484
52853|32.51|340.8450|39.8623|2045|AGC540136
52866|102.33|13.2903|59.8672|6471|AGC240714
52872|130.62|13.0341|59.7388|8821|UGC09533
52877|106.17|57.6841|63.8460|8823|UGC09537
52882|142.56|348.9973|47.3819|12594|PGC052882
52883|181.97|8.7767|58.2795|15609|UGC09534
52890|108.14|4.9457|56.7694|8769|AGC240723
52902|133.66|331.5233|26.7950|6337|ESO448-003
52906|75.86|336.6232|34.2201|6137|AGC030872
52908|62.23|73.2968|61.6260|5458|UGC09542
52913|126.47|8.3713|57.9796|8738|PGC052913
52915|143.22|18.7032|60.9948|11240|UGC09538
52921|141.25|45.7089|64.0491|9079|UGC09541
52922|224.91|8.5971|58.0441|14963|AGC240731
52932|323.59|17.9148|60.7301|21056|+03-38-030
52936|131.22|19.1102|60.9971|11179|CGC105-039
52947|182.81|8.9069|58.0395|16398|PGC052947
52949|73.45|31.9391|63.1141|5280|UGC09546
52952|58.34|100.0553|51.1496|2292|UGC09556
52958|205.12|18.4685|60.7431|13751|PGC052958
52960|205.12|18.4788|60.7356|13817|PGC052960
52965|172.98|18.9244|60.8288|11253|AGC240747
52979|205.12|7.7004|57.3527|12553|UGC09547
52981|176.20|330.9680|25.2850|10637|ESO448-005
52984|154.88|18.4571|60.6084|11061|UGC09550
52989|70.79|34.7634|63.1886|6190|AGC240764
52991|27.93|338.7881|36.2902|2945|ES580-041
53022|63.68|324.6383|13.8538|4861|ESO273-006
53025|115.35|10.4494|58.1485|9090|AGC240768
53028|169.82|19.4251|60.6435|13487|UGC09558
53035|28.58|337.4098|34.2911|3259|AGC030890
53036|174.58|18.5357|60.4144|13838|PGC053036
53043|43.05|98.2107|52.0106|2141|UGC09568
53044|264.24|22.2715|61.2210|13167|IC1062
53069|73.79|336.1100|32.3313|4528|ESO580-046
53110|205.12|19.5507|60.3521|13329|PGC053110
53118|159.96|19.3153|60.2898|12806|AGC240823
53139|205.12|19.2234|60.1856|13769|PGC053139
53152|206.06|18.9515|60.0608|14035|PGC053152
53166|205.12|18.9004|60.0556|13542|PGC053166
53175|66.07|326.9035|17.2251|5501|ESO327-027
53183|53.21|338.3336|34.6368|3978|AGC030906
53191|135.52|19.3561|60.0909|13667|AGC240869
53201|19.23|359.7470|52.8318|1477|N5770
53216|107.65|350.3698|46.6309|6998|AGC540149
53217|39.45|88.8167|56.1979|2337|UGC09586
53235|198.61|19.0659|59.8779|13063|XJ14534439
53247|19.68|359.4315|52.4230|1681|UGC09579
53270|199.53|22.5798|60.5124|16603|PGC053270
53274|205.12|18.5835|59.5873|13596|IC4516
53279|201.37|22.7882|60.4967|17773|NGC5778
53282|109.14|44.2990|62.8567|6791|AGC240929
53291|106.17|32.6968|62.0382|5331|AGC240926
53301|141.91|37.0522|62.4403|9572|AGC240930
53303|41.50|340.3013|36.3678|3011|AGC540152
53305|200.45|22.6913|60.4071|16759|PGC053305
53314|77.27|21.8429|60.2238|6123|UGC09593
53332|77.98|74.9379|60.0618|5585|UGC09598
53336|57.02|338.8782|34.4269|3518|AGC030920
53341|200.45|23.3083|60.3787|17287|PGC053341
53361|44.26|328.1827|18.4317|4525|ESO327-031
53376|116.95|35.0724|61.9879|4848|UGC09606
53380|199.53|21.9466|59.9552|16213|PGC053380
53386|139.96|333.9999|27.4811|7072|ESO448-008
53387|143.88|77.6569|59.2503|10847|UGC09612
53412|71.12|336.0692|30.1999|6855|AGC030944
53421|125.89|2.7453|53.2222|8932|UGC09613
53425|104.71|49.5966|62.3868|9038|AGC240972
53438|150.66|331.9165|23.9012|9449|ESO448-009
53439|73.79|20.6258|59.3388|6255|AGC241077
53456|51.52|340.2504|35.1258|3807|AGC030954
53462|109.14|7.8130|55.2138|8719|AGC240979
53472|124.74|325.6295|13.0868|9976|ESO273-013
53485|47.64|339.7349|34.2794|3128|ESO581-006
53498|118.03|329.0562|18.7959|7771|ESO386-043
53499|26.42|355.3530|48.4268|1922|UGC09631
53528|169.82|26.2005|60.0270|12830|UGC09634
53546|70.47|339.6164|33.5849|4159|AGC030973
53552|131.83|20.1134|58.6159|9988|UGC09640
53558|175.39|37.1864|61.3577|9816|AGC241736
53560|202.30|44.2193|61.7391|9078|AGC241011
53562|48.08|340.5640|34.6098|3260|AGC030974
53563|139.96|40.8091|61.5677|9629|UGC09646
53578|26.79|359.0909|50.1942|1360|UGC09645
53594|111.69|329.5342|18.7599|7604|ES386-044
53611|115.35|338.6457|31.8756|7870|ESO581-014
53614|108.14|338.7691|32.0143|8891|ESO581-015
53630|27.67|349.7993|43.3247|1918|N5812
53634|35.32|343.5080|37.3397|2928|AGC540178
53639|6.31|324.1171|9.1724|588|ESO223-09
53643|31.62|359.1822|49.8484|1956|N5813
53651|49.89|8.7298|54.4678|4051|UGC09656
53652|119.67|328.4515|16.5990|7453|ESO328-003
53657|40.74|81.7754|57.0927|2558|UGC09665
53698|167.49|11.9673|55.3808|13954|AGC242053
53709|45.50|33.0048|60.1578|5686|NGC5829
53733|92.47|11.3772|54.8846|12015|UGC09675
53742|152.76|11.3184|54.8341|12211|AGC250017
53743|34.83|307.1291|-21.0265|2501|ESO008-007
53744|87.90|70.7078|59.2148|5172|UGC09681
53746|190.55|31.8960|59.7794|11550|UGC09677
53747|269.15|43.3779|60.8178|16766|AGC250022
53752|150.66|38.5758|60.4933|9365|UGC09679
53770|27.04|359.3880|48.9825|1631|N5831
53803|188.80|42.0291|60.5645|10083|UGC09687
53817|100.46|14.6343|55.6392|8682|UGC09686
53821|115.88|8.1987|53.2068|9421|UGC09685
53852|248.89|17.6112|56.3358|13546|UGC09695
53862|34.51|0.7291|49.3194|1252|NGC5838
53864|37.84|33.9946|59.6309|4860|UGC09698
53865|22.70|0.2001|49.0089|1227|N5839
53872|159.22|37.4293|59.9542|10115|AGC250055
53879|58.88|327.7755|13.8547|5136|IC4527
53901|29.65|0.3390|48.9045|1450|N5845
53907|177.83|329.1878|15.9889|11659|ESO328-016
53908|154.88|38.1311|59.9071|6646|UGC09705
53919|85.11|328.6286|15.0149|5558|ESO328-017
53932|25.00|0.4265|48.7972|1750|N5846
53933|14.72|92.0339|52.4891|674|N5866
53958|72.11|15.1332|55.2323|6660|AGC250079
53959|86.30|14.9692|55.1644|6857|UGC09712
53976|182.81|29.5420|58.6020|12111|UGC09718
53996|59.16|331.3776|18.9209|4221|NGC005843
54018|50.82|90.4821|52.9075|3123|UGC09736
54051|90.36|335.9070|25.1191|5679|ESO448-013
54058|149.97|11.8773|53.5716|10015|AGC250112
54072|277.97|46.9528|59.8234|17735|AGC250124
54074|0.07|104.9512|44.8041|-254|UGC09749
54095|53.46|87.1581|53.9401|3525|NGC05875
54096|119.12|42.6834|59.5220|9433|AGC250149
54097|25.70|348.5267|39.0529|1852|NGC5861
54117|17.38|93.2294|51.3966|770|UGC09753
54119|25.82|359.9799|47.4198|2074|N5869
54122|133.05|11.0625|52.8362|9517|AGC250160
54123|70.47|1.4569|48.2746|8594|UGC09744
54128|207.01|8.7334|51.8019|13513|PGC054128
54134|29.92|1.7368|48.2959|1739|UGC09746
54154|55.72|90.9251|52.2385|3421|UGC09759
54168|126.47|13.4841|53.4672|8355|AGC250204
54183|185.35|334.9703|22.7897|11432|ESO448-015
54213|207.01|8.5445|51.3133|13396|PGC054213
54221|155.60|5.0902|49.6844|11320|PGC054221
54231|154.88|5.0512|49.6355|10550|PGC054231
54234|39.45|96.5168|49.5065|2476|NGC_5894
54235|155.60|5.0985|49.6356|10802|PGC054235
54246|51.52|343.9400|33.5237|3430|ESO581-023
54250|35.97|312.9427|-12.7776|3031|NGC005833
54260|86.70|30.3586|57.5248|4731|UGC09763
54262|26.42|1.8941|47.8070|2023|UGC09760
54282|230.14|29.2729|57.2327|11947|UGC09765
54283|17.30|328.7778|13.0519|2081|ESO328-030
54297|207.97|9.0712|51.1603|13681|UGC09767
54303|155.60|5.4059|49.4147|11116|PGC054303
54321|155.60|5.4349|49.3379|10795|PGC054321
54335|155.60|5.4612|49.3082|11339|PGC054335
54348|27.93|342.3439|31.1133|2269|ES581-025
54364|31.33|347.1859|36.0929|1992|AGC550029
54377|63.10|73.9439|56.6335|5168|UGC09780
54384|155.60|5.3373|48.9956|11194|PGC054384
54385|128.23|38.6020|58.1244|6666|AGC250366
54386|87.50|18.4960|54.2108|6676|AGC250364
54392|3.03|326.7990|9.3356|522|ES274-001
54393|68.23|29.2157|56.7794|4701|UGC09777
54400|237.68|12.8359|52.1999|14505|AGC250372
54417|173.78|40.3099|58.1623|9621|AGC250377
54428|45.29|69.3983|57.2156|2589|UGC09789
54431|66.07|69.6792|57.1672|2463|UGC09790
54440|145.21|37.4055|57.7500|10068|AGC250387
54445|46.56|90.5566|51.5890|3392|UGC09797
54465|232.27|25.8883|55.7175|11425|UGC09793
54469|95.94|330.7281|14.8457|7579|ESO328-037
54470|17.14|91.5842|51.0871|667|UGC09801
54482|115.35|329.8154|13.3703|7942|ESO328-039
54486|141.91|9.2168|50.2056|9129|PGC054486
54487|141.91|9.2004|50.1976|9584|PGC054487
54488|79.80|13.9639|52.1330|6450|UGC09794
54516|188.80|9.8912|50.3420|11300|UGC09798
54526|122.46|9.4174|50.1200|10143|UGC09799
54528|132.43|9.4003|50.1060|9318|PGC054528
54533|141.91|9.3467|50.0416|10069|PGC054533
54554|153.46|9.4115|49.9853|10876|PGC054554
54555|142.56|9.5292|50.0286|10327|PGC054555
54565|76.91|342.0195|29.2887|6633|ES582-001
54575|145.21|6.0803|48.3415|10807|PGC054575
54595|95.06|335.1404|20.4778|6407|AGC031112
54600|121.90|11.2258|50.5683|10673|AGC250443
54612|135.52|14.8708|51.9512|9624|UGC09807
54621|125.31|11.3151|50.5160|10751|GCG049-111
54625|28.97|340.9752|27.7250|2127|N5898
54637|67.30|332.0595|15.9148|4655|ESO328-041
54646|34.51|341.0739|27.6961|2562|N5903
54661|145.21|7.2021|48.4343|10449|PGC054661
54666|145.21|6.8187|48.1992|10922|PGC054666
54671|128.82|6.6018|48.0804|14045|PGC054671
54681|171.40|11.2278|50.1579|9675|AGC250472
54682|147.91|11.0491|50.0798|14168|GCG049-126
54690|58.61|75.5442|55.3043|5156|UGC09817
54691|49.20|15.3813|51.7264|3241|UGC09814
54696|155.60|13.8979|51.1405|9796|AGC250476
54716|23.55|341.4568|27.6196|2297|ES514-007
54745|71.12|16.9179|51.9496|9439|AGC250507
54754|30.76|345.6075|31.8797|2215|AGC031140
54755|53.70|333.3838|16.9556|4374|ES387-026
54761|37.84|359.3861|43.3194|2008|NGC05913
54776|33.11|341.8856|27.6638|2863|IC4538
54792|70.15|344.6167|30.6250|6758|ESO582-005
54794|165.20|7.1258|47.6223|15532|PGC054794
54796|107.15|345.8451|31.8733|6916|ESO582-006
54798|91.62|345.3650|31.3706|6949|AGC031147
54810|115.88|20.5910|52.8299|7390|AGC250555
54817|27.67|354.8141|39.8468|1937|PGC054817
54848|129.42|12.3382|49.8291|11826|IC1116
54861|136.14|20.0115|52.5119|9037|AGC250585
54872|133.05|12.6204|49.8340|10788|PGC054872
54877|64.57|332.9154|15.7292|5185|AGC031153
54885|127.64|28.3157|54.5434|6873|UGC09828
54896|190.55|12.9550|49.8013|11285|PGC054896
54905|115.35|12.0555|49.4051|10272|GCG049-153
54909|31.62|7.7084|47.4044|1828|UGC09830
54913|119.12|12.8200|49.6853|10246|PGC054913
54920|148.59|12.7217|49.6348|9864|PGC054920
54921|115.88|12.7019|49.6120|10776|PGC054921
54927|128.82|12.8718|49.6793|10503|PGC054927
54934|194.98|13.0384|49.7224|10102|PGC054934
54935|138.04|12.8068|49.6325|10415|PGC054935
54937|144.54|12.8968|49.6744|10545|PGC054937
54941|30.76|340.9059|25.7357|3683|AGC031161
54944|23.55|358.3587|41.8139|1999|PG0054944
54958|124.74|13.8907|49.9702|9976|PGC054958
54959|398.11|49.9601|56.7183|17552|AGC250715
54967|125.31|13.1310|49.6470|10291|PGC054967
54969|74.47|341.1594|25.8827|3694|AGC031164
54971|113.24|13.9606|49.9560|10009|AGC250704
54978|236.59|20.2308|52.1295|8977|UGC09832
54992|82.04|19.8817|51.9267|6640|AGC250724
54993|78.70|333.0568|15.3151|5179|ESO328-048
55012|148.59|12.7992|49.2657|10870|AGC250740
55037|30.90|102.4786|44.2820|3481|UGC09855
55044|124.74|11.3897|48.4556|10222|UGC09838
55047|50.58|86.4675|51.4026|3459|UGC09849
55049|146.55|14.7563|49.7926|10388|AGC250780
55057|64.86|27.1797|53.5214|4397|UGC09841
55059|135.52|31.2120|54.3405|11893|UGC09843
55069|145.88|12.3689|48.6792|10063|UGC09844
55078|32.21|14.2016|49.3689|1892|UGC09845
55079|151.36|13.8355|49.1930|10665|AGC250803
55081|25.47|343.8596|28.0372|2318|AGC031181
55093|130.62|14.5088|49.4100|9700|AGC250807
55097|34.04|67.1648|55.3148|2491|UGC09856
55104|39.26|65.9011|55.4208|2618|UGC09858
55132|115.35|48.8926|55.8903|9491|UGC09860
55164|67.30|332.5613|13.3433|5157|ESO329-004
55165|12.47|100.5709|44.9717|425|UGC09866
55168|83.56|341.3043|24.4674|6569|ESO514-019
55198|170.61|39.8192|54.8932|10233|AGC250888
55213|147.91|39.3478|54.7751|10035|AGC250895
55217|145.21|52.1920|55.5551|9272|AGC250907
55222|168.27|14.6931|48.6192|9967|AGC250896
55234|157.76|18.9664|50.1295|13033|AGC250906
55247|63.97|69.2105|54.4241|5622|UGC09873
55250|82.79|341.5996|24.1346|5985|ESO514-021
55251|114.29|347.3370|30.2697|7076|AGC031206
55256|65.16|333.9282|14.4874|4654|ES329-007
55272|106.17|337.8760|19.4355|7109|ES449-012
55281|41.88|1.3271|41.3071|2809|NGC005937
55319|121.34|103.3078|42.9552|6461|UGC09896
55328|64.57|343.2558|25.2637|4435|AGC031212
55330|67.30|104.0202|42.5050|6542|IC1129
55346|82.79|346.4279|28.5023|6747|ES582-018
55380|118.03|39.8408|53.9257|10071|AGC250977
55388|31.62|3.0528|41.6356|2797|UGC09888
55419|28.84|89.9523|48.8858|654|NGC5963
55435|25.00|23.5224|50.4493|1778|UGC09895
55454|72.44|35.6256|53.0801|5141|AGC251633
55459|52.00|90.0641|48.7563|3422|UGC09914
55475|50.82|19.8362|49.0870|3178|UGC09901
55492|110.15|14.7493|47.0964|5887|UGC009905
55507|112.20|37.6090|53.1330|9335|UGC09916
55515|37.84|48.8972|54.1805|1835|NGC05961
55517|129.42|48.7945|54.1692|9451|UGC09920
55518|40.36|32.4545|52.2093|3047|UGC09917
55530|127.64|33.5205|52.3399|12569|AGC251056
55532|49.66|20.4986|48.9779|3184|UGC09919
55587|43.25|26.0096|50.4072|1911|UGC09925
55588|37.15|26.2516|50.4730|1957|UGC09926
55594|84.33|348.5762|29.0886|6510|ES582-021
55603|138.04|15.9905|47.0289|9999|AGC251079
55618|205.12|40.1482|53.0294|10429|AGC251093
55620|70.79|69.8233|52.9625|5712|UGC09940
55626|157.04|18.1775|47.6655|11963|AGC251098
55627|147.91|34.0939|52.0050|12166|PGC055627
55637|27.80|12.4156|45.2323|1446|NGC5964
55647|48.53|93.2148|46.9911|2594|NGC05981
55665|28.18|20.4120|48.1692|1956|UGC09943
55674|40.36|93.0974|46.9236|3017|NGC05982
55680|137.40|46.5841|53.2916|9779|AGC251124
55689|83.95|346.1212|25.8356|5766|AGC031241
55690|231.21|37.4472|52.2030|10478|AGC251126
55706|83.56|23.2260|48.8915|5801|UGC09949
55708|145.21|38.5416|52.2979|10341|UGC09954
55711|60.81|341.0371|20.1862|5545|ESO450-004
55714|147.91|34.2967|51.5708|12574|PGC055714
55724|239.88|40.6286|52.4893|14949|AGC251135
55725|50.35|92.9792|46.8296|2520|UGC09969
55730|153.46|18.0396|46.9921|10247|UGC09956
55733|147.91|34.3929|51.5239|12610|UGC09958
55739|65.16|33.9474|51.3629|4389|UGC09963
55740|49.66|91.3354|47.3943|3011|NGC05987
55743|148.59|34.4879|51.4696|13038|PGC055743
55744|37.84|23.0814|48.6228|3283|UGC09962
55760|96.38|349.5808|28.7466|7042|ESO583-002
55766|61.38|341.8398|20.7197|3973|ESO450-006
55776|119.67|32.6404|50.9430|7898|AGC251140
55792|203.24|4.6469|40.0173|9903|UGC09968
55793|51.52|25.4632|49.0334|4075|UGC09973
55803|147.23|39.7784|51.9252|10129|AGC251155
55810|234.42|36.7978|51.4497|10363|AGC251156
55820|120.78|44.8176|52.4248|9785|AGC251162
55821|26.92|7.3436|41.3251|1913|UGC09977
55828|154.17|37.7918|51.4679|6874|AGC251164
55839|153.46|21.2180|47.3526|10443|AGC251163
55851|95.94|45.9753|52.3190|9503|AGC251170
55853|19.50|23.8669|48.1088|1107|UGC09987
55855|128.23|350.1288|28.3559|10147|ESO583-005
55866|141.25|20.3565|46.7969|10334|AGC251174
55867|35.32|24.2242|48.0835|1951|UGC09991
55873|98.63|12.1601|43.3594|6437|UGC09990
55881|149.28|53.1609|52.5230|9506|UGC09994
55899|50.35|334.5063|10.8049|4569|AGC031266
55919|216.77|20.5712|46.5760|10294|UGC09996
55920|93.33|345.2048|22.9569|5709|AGC031271
55921|205.12|18.9799|45.9684|10624|UGC09998
55923|130.62|51.7007|52.2820|9441|UGC10006
55925|82.04|89.9510|47.1347|3945|UGC10022
55930|81.28|11.4564|42.6197|3540|UGC10000
55931|168.27|17.3961|45.2938|12428|AGC251191
55939|135.52|345.3699|22.9755|8959|ESO515-006
55955|158.49|40.5933|51.1735|9993|UGC10011
55958|105.68|39.1425|50.9575|6894|AGC251210
55963|164.44|48.0679|51.9041|9492|UGC10019
55968|83.95|33.8898|49.9634|4443|UGC10015
